Date Of Death Year,Date Of Death Month,HHSRegion,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Note,flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
2020,5,3,35-44 years,976,477,,95,26,0,,,,,12,100,12,78,74,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2021,3,3,75-84 years,"6,582","6,381",100,"1,440",200,216,67,336,142,168,65,"1,368",419,597,465,08/25/2021,,,,,,,,,,,,,,,,
2020,5,3,45-54 years,"1,662","1,237",18,258,63,,,24,14,17,17,287,35,216,206,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,
2020,5,3,5-14 years,41,27,0,15,,0,,,0,0,0,,0,0,0,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,
2020,5,3,55-64 years,"3,758","3,356",59,913,154,,35,119,40,59,22,717,117,571,536,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,5,3,65-74 years,"5,801","5,584",74,"1,484",216,52,57,259,78,99,40,"1,065",226,"1,082","1,024",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,3,75-84 years,"7,288","7,107",92,"1,401",203,223,71,341,103,140,51,"1,396",352,"1,429","1,334",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,3,85 years and over,"9,903","9,655",91,837,178,546,142,339,90,176,110,"2,167",554,"2,284","2,106",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,4,0-4 years,497,425,,,0,0,,0,,,71,,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,4,15-24 years,738,140,,32,,0,0,,,,10,14,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,4,25-34 years,"1,625",461,,68,30,0,,,,,31,84,,34,33,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,5,4,35-44 years,"2,258","1,193",28,186,69,0,17,18,14,27,30,291,33,76,62,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,4,45-54 years,"3,869","2,964",44,683,166,,42,83,41,42,42,739,115,193,182,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,5,4,5-14 years,106,55,,16,,0,,,,0,,,0,0,0,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,5,4,55-64 years,"8,504","7,658",152,"2,208",388,28,113,430,106,99,63,"1,826",289,438,402,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,4,65-74 years,"12,396","11,897",240,"3,357",500,187,174,825,229,211,94,"2,618",521,890,820,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,4,75-84 years,"14,739","14,282",219,"3,023",455,730,239,944,271,281,139,"3,127",913,"1,134","1,028",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,4,85 years and over,"16,072","15,557",149,"1,674",310,"1,492",243,710,193,284,241,"3,993","1,235","1,309","1,129",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,5,0-4 years,355,312,,,0,0,,,,0,33,,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,5,15-24 years,516,89,0,14,,0,,,,0,,,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,5,25-34 years,"1,096",295,,44,14,0,,,,,16,57,,35,30,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,5,5,35-44 years,"1,533",799,,131,48,0,11,,,,12,165,24,123,112,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,5,5,45-54 years,"2,801","2,136",32,464,108,,15,56,25,23,21,506,75,317,299,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,5,5,5-14 years,69,42,,12,,0,,,0,0,0,,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,5,55-64 years,"6,473","5,922",88,"1,668",253,18,67,291,70,86,25,"1,355",189,778,728,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,5,65-74 years,"9,431","9,084",137,"2,457",359,132,129,534,118,154,50,"1,818",321,"1,471","1,388",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,5,75-84 years,"11,510","11,184",157,"2,262",330,500,137,689,161,216,58,"2,168",591,"1,888","1,742",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,5,85 years and over,"15,443","15,023",136,"1,488",292,"1,229",233,541,154,251,190,"3,705","1,044","2,607","2,414",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,6,0-4 years,306,248,,,0,0,,0,0,,35,,,0,0,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,5,6,15-24 years,446,93,,15,,0,,0,0,,,13,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,6,25-34 years,880,310,,41,16,0,,,0,,,53,,31,26,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,5,6,35-44 years,"1,205",720,14,127,38,0,10,,,10,16,183,24,46,41,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
2020,5,6,45-54 years,"2,151","1,724",29,365,99,,20,33,17,21,15,470,70,153,139,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,5,6,5-14 years,80,44,0,12,,0,0,,0,0,,,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,6,55-64 years,"4,552","4,140",81,"1,098",194,16,50,181,70,81,24,990,171,346,321,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,6,65-74 years,"6,568","6,302",98,"1,756",287,103,96,407,105,146,31,"1,426",291,510,472,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,6,75-84 years,"7,479","7,262",105,"1,515",257,398,118,499,120,143,36,"1,738",432,529,487,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,6,85 years and over,"7,950","7,750",86,781,191,878,100,419,96,158,34,"2,182",533,542,487,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,7,0-4 years,111,95,,,0,0,,0,,0,12,0,,,0,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),
2020,5,7,15-24 years,167,23,0,,,0,0,,0,0,0,,0,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,7,25-34 years,272,78,0,10,,0,,0,,,,11,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,7,35-44 years,411,239,,36,14,0,,10,,,,59,,16,12,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,5,7,45-54 years,684,541,,135,21,0,,15,,11,,149,23,40,35,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2020,5,7,5-14 years,23,11,0,,0,0,0,0,,0,0,0,,0,0,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
2020,5,7,55-64 years,"1,636","1,504",19,443,65,,13,92,29,27,14,350,53,126,118,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,5,7,65-74 years,"2,467","2,378",32,664,106,26,28,163,57,50,17,505,99,209,197,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,7,75-84 years,"2,970","2,882",37,647,78,133,36,195,49,65,27,604,133,268,255,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,7,85 years and over,"3,915","3,806",30,416,72,324,59,188,59,71,58,"1,000",236,364,332,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,8,0-4 years,85,74,,,0,0,0,0,0,0,,,0,0,0,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,5,8,15-24 years,140,20,0,,0,0,0,0,0,0,0,,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,8,25-34 years,250,90,,11,,0,0,,,0,0,,,10,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
2020,5,8,35-44 years,297,149,,17,,0,,0,,,,27,,11,11,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,5,8,45-54 years,494,379,,71,14,0,,,,,,87,11,35,31,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2021,3,3,85 years and over,"7,826","7,594",78,903,153,477,105,284,96,174,101,"2,085",592,531,409,08/25/2021,,,,,,,,,,,,,,,,
2020,5,8,5-14 years,24,10,0,,0,0,0,0,0,0,,0,0,0,0,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,
2020,5,8,55-64 years,963,860,13,212,36,,,45,,,,191,32,77,74,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,5,8,65-74 years,"1,577","1,489",21,404,63,29,17,102,28,16,,317,55,116,106,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,Suppressed (counts 1-9),,,,
2020,5,8,75-84 years,"1,928","1,839",19,404,62,90,29,112,41,33,,396,102,160,140,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,Suppressed (counts 1-9),,,,
2020,5,8,85 years and over,"2,418","2,305",21,244,47,222,11,117,34,45,18,581,190,229,201,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,9,0-4 years,225,193,0,,0,0,0,0,,0,21,,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,9,15-24 years,438,90,,17,0,0,,,,,,12,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,9,25-34 years,863,282,,63,13,0,,,,0,12,32,10,30,25,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
2020,5,9,35-44 years,"1,154",664,,144,34,0,,,0,11,13,106,30,70,64,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,
2020,5,9,45-54 years,"2,014","1,617",18,392,85,,20,22,,22,22,388,71,173,168,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,
2020,5,9,5-14 years,53,22,,,0,0,0,0,0,0,0,,0,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,9,55-64 years,"4,339","3,860",22,"1,126",202,16,44,154,24,42,27,921,170,386,372,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,9,65-74 years,"6,571","6,307",36,"1,819",318,110,113,361,75,87,27,"1,405",304,616,587,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,9,75-84 years,"7,908","7,696",58,"1,792",308,452,116,493,121,128,31,"1,677",459,699,658,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,9,85 years and over,"10,609","10,391",50,"1,289",237,"1,282",194,479,95,124,67,"2,814",812,924,866,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,10,0-4 years,88,74,0,,0,0,0,0,0,0,11,0,0,0,0,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,,,,,,,,,
2020,5,10,15-24 years,121,16,0,,0,0,0,0,0,0,,,0,0,0,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,5,10,25-34 years,221,66,0,12,,0,0,,0,0,,11,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,10,35-44 years,295,159,0,36,,0,,,,,0,35,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,10,45-54 years,557,398,,117,29,0,,,,,,74,,16,15,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,5,10,5-14 years,22,10,,,0,0,,0,0,0,0,0,,0,0,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,
2020,5,10,55-64 years,"1,255","1,092",14,354,55,,,72,,,11,204,38,34,30,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,5,10,65-74 years,"1,998","1,890",17,630,88,28,18,122,36,16,17,351,76,78,65,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,10,75-84 years,"2,338","2,254",18,567,89,137,18,139,39,24,21,488,126,90,82,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
